customer_id,first_name,last_name,city,signup_date
607,Sofia,Walker,Bristol,2025-08-14
608,Noah,Taylor,Liverpool,2024-05-26
609,Sofia,Evans,Liverpool,2024-10-08
610,Bob,Roberts,Nottingham,2024-06-28
611,Grace,Roberts,Edinburgh,2024-02-18
612,Isla,Evans,Cardiff,2024-11-22
613,Grace,Evans,Birmingham,2024-11-03
614,Ethan,Brown,Cardiff,2025-04-29
615,Sofia,Taylor,Liverpool,2025-12-25
616,Emma,Thomas,London,2025-07-29
617,Grace,Evans,Cardiff,2025-06-26
618,Emma,Evans,Leeds,2024-09-18
619,James,Davies,Manchester,2025-04-05
620,Isla,Johnson,Cardiff,2024-07-14
621,Bob,Wilson,Glasgow,2025-11-20
622,Bob,Johnson,Leeds,2025-08-24
623,James,Thomas,Leeds,2024-12-06
624,Mia,Smith,Leeds,2024-07-13
625,David,Thomas,Leeds,2025-12-13
626,James,Evans,Leeds,2025-07-19
627,Noah,Wilson,Glasgow,2025-04-22
628,Isla,Wilson,Liverpool,2025-01-03
629,Amelia,Thomas,Manchester,2025-04-25
630,Noah,Taylor,Bristol,2024-11-16
631,Grace,Smith,Nottingham,2024-08-14
632,Emma,Smith,Liverpool,2025-07-20
633,Grace,Wilson,Birmingham,2024-07-19
634,Noah,Taylor,Glasgow,2025-08-06
635,Sofia,Thomas,Cardiff,2025-11-01
636,Noah,Wilson,Edinburgh,2025-10-19
637,Amelia,Thomas,Birmingham,2024-12-26
638,Olivia,Brown,Cardiff,2025-05-15
639,Olivia,Roberts,London,2025-06-20
640,Bob,Johnson,London,2024-01-07
641,Grace,Brown,Leeds,2024-03-10
642,Emma,Smith,Leeds,2025-06-01
643,Leo,Davies,London,2025-09-24
644,Amelia,Thomas,London,2024-01-07
645,Grace,Smith,London,2025-06-26
646,Liam,Roberts,Liverpool,2024-01-18
647,Grace,Brown,Manchester,2024-04-08
648,Emma,Taylor,Leeds,2025-09-26
649,Liam,Davies,Liverpool,2025-02-10
650,Charlie,Davies,Glasgow,2025-04-15
651,Sofia,Taylor,Liverpool,2025-12-01
652,Charlie,Smith,Manchester,2025-02-19
653,Ethan,Evans,Cardiff,2025-05-02
654,Bob,Smith,Birmingham,2024-03-25
655,Amelia,Evans,Bristol,2025-08-02
656,David,Roberts,London,2024-08-23
657,James,Walker,Edinburgh,2024-10-04
658,Bob,Johnson,Liverpool,2025-07-10
659,Bob,Brown,Bristol,2024-01-17
660,James,Walker,Birmingham,2025-12-30
661,Ethan,Johnson,Liverpool,2024-06-15
662,Sofia,Walker,Glasgow,2025-11-24
663,Noah,Evans,Birmingham,2025-12-06
664,Charlie,Roberts,Bristol,2024-02-24
665,David,Evans,Leeds,2024-03-18
666,Noah,Walker,Nottingham,2025-09-01
667,Ethan,Davies,London,2025-10-11
668,Liam,Thomas,Edinburgh,2024-08-21
669,Isla,Roberts,Glasgow,2025-03-18
670,Olivia,Walker,Glasgow,2024-03-28
671,Mia,Taylor,Manchester,2024-03-25
672,Liam,Brown,Glasgow,2025-12-29
673,Emma,Evans,Bristol,2025-01-04
674,David,Johnson,London,2024-11-11
675,Leo,Davies,Liverpool,2024-04-14
676,Emma,Johnson,Birmingham,2025-03-17
677,Leo,Roberts,Cardiff,2025-06-08
678,Grace,Johnson,London,2024-04-01
679,Isla,Roberts,Manchester,2025-09-03
680,Noah,Evans,London,2024-10-25
681,Grace,Evans,Manchester,2025-07-26
682,Sofia,Walker,Cardiff,2024-06-22
683,Ethan,Brown,Birmingham,2024-10-02
684,Mia,Wilson,Edinburgh,2024-05-29
685,Charlie,Brown,Glasgow,2024-10-09
686,Grace,Wilson,Edinburgh,2024-03-19
687,Isla,Wilson,Leeds,2025-10-02
688,Amelia,Walker,Nottingham,2024-07-19
689,Leo,Johnson,Birmingham,2024-11-07
690,Alice,Evans,Bristol,2025-09-27
691,Ethan,Davies,Edinburgh,2024-12-08
692,Grace,Walker,Birmingham,2024-11-03
693,Noah,Walker,Leeds,2025-05-05
694,Noah,Brown,Glasgow,2024-11-22
695,Mia,Thomas,Nottingham,2024-09-05
696,Noah,Evans,Liverpool,2025-02-06
697,Isla,Johnson,Nottingham,2024-07-23
698,Olivia,Roberts,London,2025-04-17
699,James,Thomas,Liverpool,2025-12-10
700,Charlie,Evans,Edinburgh,2024-05-22
701,Mia,Taylor,Liverpool,2025-11-05
702,Emma,Evans,Glasgow,2024-03-16
703,Leo,Walker,Edinburgh,2025-08-19
704,Ethan,Roberts,Cardiff,2025-12-09
705,Grace,Roberts,London,2025-01-03
706,Charlie,Johnson,Leeds,2025-11-04
707,Isla,Brown,Nottingham,2024-02-15
708,Ethan,Davies,Glasgow,2024-04-18
709,Alice,Johnson,Liverpool,2024-08-15
710,Sofia,Thomas,Bristol,2025-02-04
711,Leo,Walker,Cardiff,2024-06-03
712,Isla,Smith,Edinburgh,2024-04-17
713,Mia,Evans,Manchester,2024-04-28
714,Emma,Davies,Liverpool,2024-12-17
715,Leo,Taylor,Cardiff,2025-05-09
716,Isla,Thomas,Manchester,2025-03-24
717,Leo,Davies,Manchester,2024-11-03
718,Bob,Johnson,London,2024-12-17
719,David,Brown,Leeds,2025-06-12
720,Olivia,Roberts,Birmingham,2024-12-04
721,Grace,Thomas,Leeds,2025-02-18
722,Olivia,Brown,Glasgow,2025-02-09
723,Alice,Walker,Leeds,2025-04-05
724,Grace,Evans,London,2025-12-22
725,James,Taylor,Liverpool,2025-12-21
726,Charlie,Walker,Manchester,2025-07-03
727,Olivia,Davies,Bristol,2024-07-20
728,Leo,Johnson,Liverpool,2025-11-17
729,Amelia,Roberts,Bristol,2025-09-03
730,Ethan,Walker,Glasgow,2025-08-24
731,David,Davies,Bristol,2025-04-13
732,Olivia,Wilson,Nottingham,2025-08-27
733,Charlie,Brown,Bristol,2024-04-30
734,Sofia,Wilson,Manchester,2024-07-06
735,Isla,Brown,Cardiff,2025-02-01
736,Grace,Walker,Birmingham,2025-08-11
737,Ethan,Evans,Birmingham,2025-05-13
738,Olivia,Roberts,Birmingham,2025-05-16
739,Mia,Brown,Birmingham,2024-11-18
740,Leo,Walker,London,2025-01-02
741,Alice,Thomas,Birmingham,2024-07-18
742,Ethan,Roberts,Cardiff,2025-10-30
743,Amelia,Evans,Edinburgh,2025-03-01
744,Leo,Thomas,Birmingham,2024-03-25
745,Alice,Taylor,Liverpool,2024-02-03
746,Liam,Taylor,Cardiff,2024-10-22
747,Olivia,Thomas,Nottingham,2025-05-22
748,David,Walker,Manchester,2024-10-01
749,Isla,Roberts,London,2025-03-27
750,James,Evans,Manchester,2025-10-31
